person_id,body_id,body_name,member_type,title,start_date,end_date
4980,60,SOLID WASTE ADVISORY COMMITTEE (ended 3/2020),Member,Common Council Member,2019-04-16,2020-02-25
4980,1348,TRANSPORTATION COMMISSION,Member,Transportation Policy & Planning Board Member (Alder),2019-04-16,2021-04-20
4980,1347,TRANSPORTATION POLICY AND PLANNING BOARD - ended 3/2023,Member,Common Council Member,2019-04-16,2023-04-18
4980,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2019-04-30,2020-04-21
4980,1353,PRESIDENT'S WORK GROUP TO REVIEW COUNCIL COMMUNICATION TOOLS & PROCESSES,Member,Common Council Member,2019-07-16,2020-10-14
4980,235,CAPITAL AREA REGIONAL PLANNING COMMISSION (CARPC),Member,Mayoral Appointee,2019-12-03,2022-04-01
4980,1360,AD HOC TASK FORCE ON THE STRUCTURE OF CITY GOVERNMENT (TFOGS) FINAL REPORT IMPLEMENTATION WORK GROUP (ended 3-2023),Member,Common Council Member,2020-06-16,2022-04-19
4980,9,BOARD OF PUBLIC WORKS,Member,Common Council Member,2021-04-20,2023-04-18
4980,1369,PRESIDENT'S WORK GROUP ON ENVIRONMENTAL JUSTICE (ended 4/2022),Member,Common Council Member,2021-05-18,2022-04-19
4980,1365,PRESIDENT'S WORK GROUP TO REVIEW AND REVISE THE CHIEF OF STAFF POSITION DESCRIPTION (ended 10/2021),Member,Common Council Member,2021-04-28,2021-10-22
4980,291,SUSTAINABLE MADISON COMMITTEE,Member,Board of Public Works Representative,2021-06-15,2023-04-18
4980,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2022-05-10,2023-04-18
5022,1319,MADISON POLICE DEPARTMENT POLICY & PROCEDURE REVIEW AD HOC COMMITTEE (ended 1/21/2020),Member,Resident Member,2015-09-01,2019-04-19
5022,39,CITY-COUNTY LIAISON COMMITTEE,Member,Common Council Member,2019-04-16,2022-05-20
5022,41,COMMUNITY DEVELOPMENT BLOCK GRANT COMMITTEE,Member,Common Council or Resident Member,2019-04-16,2022-05-20
5022,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,Common Council Member,2019-04-16,2021-04-20
5022,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,Common Council Member,2019-04-16,2021-04-20
5022,263,VENDING OVERSIGHT COMMITTEE,Member,Common Council Member,2019-04-16,2021-04-20
5022,308,AD HOC LANDMARKS ORDINANCE REVIEW COMMITTEE,Member,Economic Development Committee Member (Alder),2019-04-19,2020-10-19
5022,3,PLAN COMMISSION,Member,Common Council Member,2021-04-20,2022-05-20
5022,64,URBAN DESIGN COMMISSION,Member,Common Council Member,2021-04-20,2022-05-20
5380,113,BAYVIEW FOUNDATION BOARD,Member,Mayoral Representative,2019-04-16,2027-04-20
5380,9,BOARD OF PUBLIC WORKS,Member,Common Council Member,2019-04-16,2021-04-20
5380,91,COMMUNITY DEVELOPMENT AUTHORITY,Member,Common Council Member,2019-04-16,2026-04-21
5380,289,EDUCATION COMMITTEE (prior to 10/1/2023),Member,Common Council Member,2019-04-16,2023-09-30
5380,1339,JOINT CAMPUS AREA COMMITTEE,Member,District 13 Alder,2019-04-16,2026-04-21
5380,1338,TRUMAN OLSON SELECTION COMMITTEE (ended 5-2019),Member,District 13 Alder,2019-04-16,2019-05-17
5380,132,ZOO COMMISSION - HENRY VILAS,Member,Common Council Member-Zoo District,2019-04-16,2026-04-21
5380,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2019-04-30,2020-04-21
5380,291,SUSTAINABLE MADISON COMMITTEE,Member,Board of Public Works Representative,2019-06-18,2021-04-20
5380,291,SUSTAINABLE MADISON COMMITTEE,Member,Common Council Member,2021-04-20,2022-05-10
5380,1366,TASK FORCE ON DIGITAL INCLUSION STRATEGIC PRIORITIES (ended 10-5-2021),Member,Education Committee Member - Alder,2021-03-30,2022-04-19
5380,308,AD HOC LANDMARKS ORDINANCE REVIEW COMMITTEE,Member,Council President Recommendation (Alder),2021-05-04,2022-04-19
5380,1367,MADISON GUARANTEED INCOME PILOT PROGRAM ADVISORY TASK FORCE,Member,Common Council Member,2021-04-20,2025-04-15
5380,1369,PRESIDENT'S WORK GROUP ON ENVIRONMENTAL JUSTICE (ended 4/2022),Member,Common Council Member,2021-05-18,2022-04-19
5380,1324,FINANCE COMMITTEE,Member,Common Council Member,2022-05-10,2026-04-21
5380,1373,TASK FORCE ON FARMLAND PRESERVATION (ended 6/2023),Member,Common Council Member,2022-09-06,2023-06-12
5380,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,Common Council Member,2023-01-03,2023-04-18
5380,294,MADISON FOOD POLICY COUNCIL,Member,Common Council Member,2023-05-02,2026-04-21
5380,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2023-05-16,2024-04-16
5380,1381,"CITY, COUNTY, SCHOOLS COLLABORATIVE COMMITTEE",Member,Common Council Member,2019-04-16,2025-04-15
5380,1367,MADISON GUARANTEED INCOME PILOT PROGRAM ADVISORY TASK FORCE,Member,Common Council Member,2025-05-06,2026-04-21
5381,184,ALLIED AREA TASK FORCE,Member,District 10 Alder,2019-04-16,2019-05-21
5381,39,CITY-COUNTY LIAISON COMMITTEE,Member,Common Council Member,2019-04-16,2021-04-20
5381,41,COMMUNITY DEVELOPMENT BLOCK GRANT COMMITTEE,Member,Common Council Member,2019-04-16,2021-04-20
5381,44,DOWNTOWN COORDINATING COMMITTEE,Member,Common Council or Resident Member,2019-04-16,2019-10-18
5381,26,BOARD OF PARK COMMISSIONERS,Member,Common Council Member,2019-04-16,2021-04-20
5381,1356,TASK FORCE ON MUNICIPAL GOLF IN MADISON PARKS (ended 1-2021),Member,Common Council Member,2019-09-03,2021-01-11
5381,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2020-05-05,2021-04-20
5382,40,COMMITTEE ON THE ENVIRONMENT (ended 6/2020),Member,Common Council Member,2019-04-16,2019-09-30
5382,294,MADISON FOOD POLICY COUNCIL,Member,Common Council Member,2019-04-16,2019-09-30
5382,1339,JOINT CAMPUS AREA COMMITTEE,Member,District 8 Alder,2019-04-16,2019-09-30
5382,298,LANDLORD AND TENANT ISSUES COMMITTEE (end 11/2024),Member,Common Council Member,2019-04-16,2019-09-30
5382,291,SUSTAINABLE MADISON COMMITTEE,Member,Third Alternate,2020-02-04,2020-09-30
5458,1339,JOINT CAMPUS AREA COMMITTEE,Member,District 8 Alder,2019-11-19,2020-04-21
5458,298,LANDLORD AND TENANT ISSUES COMMITTEE (end 11/2024),Member,Common Council Member,2019-11-19,2020-04-21
5458,294,MADISON FOOD POLICY COUNCIL,Member,Common Council Member,2019-11-19,2020-04-21
5458,44,DOWNTOWN COORDINATING COMMITTEE,Member,Second Alternate,2019-12-03,2020-04-20
5458,40,COMMITTEE ON THE ENVIRONMENT (ended 6/2020),Member,Common Council Member,2020-02-04,2020-04-21
5498,44,DOWNTOWN COORDINATING COMMITTEE,Member,Second Alternate,2020-04-21,2020-08-03
5498,1339,JOINT CAMPUS AREA COMMITTEE,Member,District 8 Alder,2020-04-21,2021-04-20
5498,298,LANDLORD AND TENANT ISSUES COMMITTEE (end 11/2024),Member,Common Council Member,2020-04-21,2021-04-20
5498,294,MADISON FOOD POLICY COUNCIL,Member,Common Council Member,2020-04-21,2021-04-20
5498,291,SUSTAINABLE MADISON COMMITTEE,Member,First Alternate,2020-04-21,2022-01-31
5498,1353,PRESIDENT'S WORK GROUP TO REVIEW COUNCIL COMMUNICATION TOOLS & PROCESSES,Member,Common Council Member,2020-06-16,2020-10-14
5549,48,EQUAL OPPORTUNITIES COMMISSION,Member,Common Council Member,2020-12-01,2021-04-20
5549,45,EARLY CHILDHOOD CARE AND EDUCATION COMMITTEE,Member,Common Council Member,2020-12-01,2021-04-20
5549,1348,TRANSPORTATION COMMISSION,Member,Common Council Member,2021-01-05,2021-04-20
5549,288,COMMITTEE ON AGING,Member,Common Council Member,2021-02-23,2021-04-20
5549,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,Common Council Member,2021-04-20,2025-04-15
5549,236,MADISON AREA TRANSPORTATION PLANNING BOARD (MPO) (prior to 9/30/2023),Member,Elected Official,2021-04-20,2023-04-17
5549,280,SISTER CITY COLLABORATION COMMITTEE,Member,Common Council Member,2021-04-20,2023-04-18
5549,36,WATER UTILITY BOARD,Member,Council Member or Member,2021-04-20,2023-04-18
5549,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2021-05-04,2022-04-19
5549,1360,AD HOC TASK FORCE ON THE STRUCTURE OF CITY GOVERNMENT (TFOGS) FINAL REPORT IMPLEMENTATION WORK GROUP (ended 3-2023),Member,Common Council Member,2021-05-04,2022-02-23
5549,1368,"PRESIDENT'S WORK GROUP ON RACIAL JUSTICE, ANTIRACISM AND EQUITY (ended 5/2022)",Member,Common Council Member,2021-05-18,2022-04-19
5549,1365,PRESIDENT'S WORK GROUP TO REVIEW AND REVISE THE CHIEF OF STAFF POSITION DESCRIPTION (ended 10/2021),Member,Common Council Member,2021-04-28,2021-10-22
5549,1370,AD HOC REDISTRICTING COMMITTEE (ended 11-2021),Member,Common Council Member,2021-04-20,2021-11-02
5549,319,CITY-COUNTY HOMELESS ISSUES COMMITTEE,Member,Common Council Member,2023-04-18,2025-04-15
5549,48,EQUAL OPPORTUNITIES COMMISSION,Member,Common Council Member,2023-04-18,2025-04-15
5549,291,SUSTAINABLE MADISON COMMITTEE,Member,Common Council or Resident Member,2023-05-16,2025-04-15
5283,294,MADISON FOOD POLICY COUNCIL,Member,Resident Member,2018-06-05,2021-04-20
5283,289,EDUCATION COMMITTEE (prior to 10/1/2023),Member,Common Council Member,2021-04-20,2022-04-19
5283,294,MADISON FOOD POLICY COUNCIL,Member,Common Council Member,2021-04-20,2025-04-15
5283,1339,JOINT CAMPUS AREA COMMITTEE,Member,District 5 Alder,2021-04-20,2026-04-21
5283,308,AD HOC LANDMARKS ORDINANCE REVIEW COMMITTEE,Member,Common Council President or Designee,2021-05-04,2022-04-19
5283,291,SUSTAINABLE MADISON COMMITTEE,Member,Common Council or Resident Member,2021-05-18,2022-05-09
5283,1324,FINANCE COMMITTEE,Member,Common Council Member,2022-05-10,2024-05-06
5283,39,CITY-COUNTY LIAISON COMMITTEE,Member,Common Council Member,2023-04-18,2026-04-21
5283,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2023-05-16,2024-04-16
5283,36,WATER UTILITY BOARD,Member,Common Council Member,2024-12-10,2026-04-21
5283,235,CAPITAL AREA REGIONAL PLANNING COMMISSION (CARPC),Member,Mayoral Appointee,2025-04-15,2028-04-01
5283,1324,FINANCE COMMITTEE,Member,Common Council President,2025-04-15,2026-04-21
5283,241,"ERLANGER, JEFFREY CLAY, CIVILITY IN PUBLIC DISCOURSE AWARD COMMITTEE",Member,Common Council President,2025-04-15,2026-04-21
5283,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council President,2025-05-06,2026-04-21
5525,1361,PRESIDENT'S TASK FORCE ON CRITICAL ISSUES IMPACTING THE BLACK COMMUNITY (ended 1/2021),Member,,2020-08-04,2020-09-24
5525,45,EARLY CHILDHOOD CARE AND EDUCATION COMMITTEE,Member,Common Council Member,2021-04-20,2022-06-20
5525,314,COMMITTEE ON EMPLOYEE RELATIONS,Member,Finance Committee Member,2021-04-20,2022-05-09
5525,1324,FINANCE COMMITTEE,Member,Common Council Member,2021-04-20,2022-05-09
5525,299,HOUSING STRATEGY COMMITTEE (end 11/2024),Member,Common Council Member,2021-04-20,2023-04-18
5525,1367,MADISON GUARANTEED INCOME PILOT PROGRAM ADVISORY TASK FORCE,Member,Common Council Member,2021-04-20,2025-04-15
5525,1368,"PRESIDENT'S WORK GROUP ON RACIAL JUSTICE, ANTIRACISM AND EQUITY (ended 5/2022)",Member,Common Council Member,2021-05-18,2021-08-02
5525,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Vice President,2022-04-20,2023-04-18
5525,3,PLAN COMMISSION,Member,Common Council Member,2022-05-24,2023-04-18
5525,42,COMMUNITY SERVICES COMMITTEE (ended 3/2025),Member,Common Council Member,2023-04-18,2025-03-11
5525,92,DISABILITY RIGHTS COMMISSION,Member,Common Council Member,2023-04-18,2025-04-15
5525,1324,FINANCE COMMITTEE,Member,Common Council President,2023-04-18,2024-04-16
5525,241,"ERLANGER, JEFFREY CLAY, CIVILITY IN PUBLIC DISCOURSE AWARD COMMITTEE",Member,Common Council President,2023-04-18,2024-04-16
5525,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council President,2023-04-18,2024-04-16
5525,1324,FINANCE COMMITTEE,Member,Common Council Member,2024-05-07,2025-04-15
5525,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Alternate - Immediate Past Common Council President,2024-05-07,2025-04-15
5525,26,BOARD OF PARK COMMISSIONERS,Member,Common Council Member,2024-12-10,2025-04-15
5525,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,Resident Member,2025-06-03,2027-04-30
5224,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,Resident Member,2017-11-21,2021-04-20
5224,1359,BODY-WORN CAMERA FEASIBILITY REVIEW COMMITTEE (ended 7/2021),Member,Public Safety Review Committee (PSRC) Member,2020-06-10,2021-04-30
5224,5,ALCOHOL LICENSE REVIEW COMMITTEE,Member,Common Council Member,2021-04-20,2024-12-09
5224,39,CITY-COUNTY LIAISON COMMITTEE,Member,Common Council Member,2021-04-20,2023-04-18
5224,1348,TRANSPORTATION COMMISSION,Member,Common Council Member,2021-04-20,2023-04-18
5224,224,WARNER PARK COMMUNITY RECREATION CENTER ADVISORY SUBCOMMITTEE (ended 3-2023),Member,District 18 Alder,2021-04-20,2023-03-31
5224,1369,PRESIDENT'S WORK GROUP ON ENVIRONMENTAL JUSTICE (ended 4/2022),Member,Common Council Member,2021-05-18,2022-04-19
5224,1368,"PRESIDENT'S WORK GROUP ON RACIAL JUSTICE, ANTIRACISM AND EQUITY (ended 5/2022)",Member,Common Council Member,2021-05-18,2022-04-19
5224,1370,AD HOC REDISTRICTING COMMITTEE (ended 11-2021),Member,Common Council Member,2021-04-20,2021-11-02
5224,289,EDUCATION COMMITTEE (prior to 10/1/2023),Member,Common Council Member,2022-06-21,2023-04-18
5224,26,BOARD OF PARK COMMISSIONERS,Member,Common Council Member,2023-04-18,2024-12-09
5224,236,MADISON AREA TRANSPORTATION PLANNING BOARD (MPO) (prior to 9/30/2023),Member,Elected Official,2023-04-18,2023-09-29
5224,280,SISTER CITY COLLABORATION COMMITTEE,Member,Common Council Member,2023-04-18,2024-12-09
5224,36,WATER UTILITY BOARD,Member,Common Council Member,2023-04-18,2024-12-09
5224,1380,GREATER MADISON MPO (METROPOLITAN PLANNING ORGANIZATION),Member,Elected Official,2023-04-18,2024-12-09
5576,48,EQUAL OPPORTUNITIES COMMISSION,Member,Common Council or Resident Member,2021-04-20,2023-04-18
5576,1339,JOINT CAMPUS AREA COMMITTEE,Member,District 8 Alder,2021-04-20,2023-04-18
5576,298,LANDLORD AND TENANT ISSUES COMMITTEE (end 11/2024),Member,Madison Area University/College Student,2021-04-20,2023-04-18
5576,93,MADISON PUBLIC LIBRARY BOARD,Member,Common Council Member,2021-04-20,2023-04-18
5576,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,Common Council Member,2021-04-20,2023-04-18
5576,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2021-05-04,2023-04-18
5576,1368,"PRESIDENT'S WORK GROUP ON RACIAL JUSTICE, ANTIRACISM AND EQUITY (ended 5/2022)",Member,Common Council Member,2021-05-18,2021-09-19
5576,64,URBAN DESIGN COMMISSION,Member,Common Council Member,2022-06-21,2023-04-18
5576,44,DOWNTOWN COORDINATING COMMITTEE,Member,Common Council Member,2023-04-18,2025-04-15
5576,294,MADISON FOOD POLICY COUNCIL,Member,Common Council Member,2023-04-18,2024-05-21
5576,114,MADISON'S CENTRAL BUSINESS IMPROVEMENT DISTRICT (BID) BOARD,Member,District 2 Alder,2023-04-18,2025-04-15
5576,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Alternate Common Council Member,2023-05-16,2024-04-16
5576,1348,TRANSPORTATION COMMISSION,Member,Common Council Member,2023-06-20,2025-04-15
5576,1339,JOINT CAMPUS AREA COMMITTEE,Member,District 2 Alder,2023-07-22,2025-04-15
5576,1383,STATE STREET CAMPUS GARAGE/HAWTHORNE COURT PUBLIC ART AD HOC COMMITTEE,Member,District 2 Alder,2024-10-29,2025-04-15
5577,41,COMMUNITY DEVELOPMENT BLOCK GRANT COMMITTEE,Member,Common Council Member,2021-04-20,2025-04-15
5577,92,DISABILITY RIGHTS COMMISSION,Member,Common Council Member,2021-04-20,2023-04-18
5577,298,LANDLORD AND TENANT ISSUES COMMITTEE (end 11/2024),Member,Common Council Member,2021-04-20,2024-11-15
5577,291,SUSTAINABLE MADISON COMMITTEE,Member,Common Council Member,2021-05-18,2023-04-18
5577,1368,"PRESIDENT'S WORK GROUP ON RACIAL JUSTICE, ANTIRACISM AND EQUITY (ended 5/2022)",Member,Common Council Member,2021-05-18,2022-04-19
5577,307,COMMUNITY DEVELOPMENT DIVISION CONFERENCE COMMITTEE,Member,CDBG Alder,2021-06-15,2022-02-21
5577,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2022-05-10,2025-04-15
5577,9,BOARD OF PUBLIC WORKS,Member,Common Council Member,2023-04-18,2025-04-15
5577,291,SUSTAINABLE MADISON COMMITTEE,Member,Board of Public Works Representative,2023-04-18,2025-04-15
5577,280,SISTER CITY COLLABORATION COMMITTEE,Member,Common Council Member,2024-12-10,2025-04-15
5578,319,CITY-COUNTY HOMELESS ISSUES COMMITTEE,Member,Common Council Member,2021-04-20,2023-04-18
5578,1324,FINANCE COMMITTEE,Member,Common Council Member,2021-04-20,2023-04-18
5578,294,MADISON FOOD POLICY COUNCIL,Member,Common Council Member,2021-04-20,2022-10-31
5578,299,HOUSING STRATEGY COMMITTEE (end 11/2024),Member,Common Council Member,2021-04-20,2023-04-18
5578,26,BOARD OF PARK COMMISSIONERS,Member,Common Council Member,2021-04-20,2025-04-15
5578,1360,AD HOC TASK FORCE ON THE STRUCTURE OF CITY GOVERNMENT (TFOGS) FINAL REPORT IMPLEMENTATION WORK GROUP (ended 3-2023),Member,Common Council Member,2021-05-04,2022-04-19
5578,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2022-05-10,2023-04-18
5578,1326,PUBLIC MARKET DEVELOPMENT COMMITTEE (ended 1/2024),Member,Common Council Member,2022-06-21,2023-04-18
5578,186,BOARD OF HEALTH FOR MADISON AND DANE COUNTY,Member,Common Council Member,2023-04-18,2025-04-15
5578,3,PLAN COMMISSION,Member,Common Council Member,2023-04-18,2024-05-06
5578,1322,ROOM TAX COMMISSION,Member,Common Council Member,2023-04-18,2026-04-21
5578,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Vice President,2023-04-18,2024-04-16
5578,1355,BUDGET COMMITTEE - BOARD OF HEALTH FOR MADISON AND DANE COUNTY,Member,,2023-04-18,2025-04-15
5578,1324,FINANCE COMMITTEE,Member,Common Council President,2024-04-17,2025-04-15
5578,241,"ERLANGER, JEFFREY CLAY, CIVILITY IN PUBLIC DISCOURSE AWARD COMMITTEE",Member,Common Council President,2024-04-17,2025-04-15
5578,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council President,2024-05-07,2025-04-15
5578,5,ALCOHOL LICENSE REVIEW COMMITTEE,Member,Common Council Member,2025-04-15,2026-04-21
5578,314,COMMITTEE ON EMPLOYEE RELATIONS,Member,Finance Committee Member,2025-04-15,2026-04-21
5578,1324,FINANCE COMMITTEE,Member,Common Council Member,2025-04-15,2026-04-21
5578,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,Common Council Member,2025-04-15,2026-04-21
5578,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Alternate - Immediate Past Common Council President,2025-05-06,2026-04-21
5416,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,Mayor or Designee,2019-08-06,2022-10-31
5416,1367,MADISON GUARANTEED INCOME PILOT PROGRAM ADVISORY TASK FORCE,Member,Non-Profit Representative,2021-04-20,
5416,39,CITY-COUNTY LIAISON COMMITTEE,Member,Common Council Member,2022-11-01,2023-04-18
5416,294,MADISON FOOD POLICY COUNCIL,Member,Common Council Member,2022-11-01,2023-04-18
5416,263,VENDING OVERSIGHT COMMITTEE,Member,Common Council Member,2022-11-01,2023-04-18
5416,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,Common Council Member,2023-04-18,2026-04-21
5416,42,COMMUNITY SERVICES COMMITTEE (ended 3/2025),Member,Common Council or Resident Member,2023-04-18,2025-03-11
5416,314,COMMITTEE ON EMPLOYEE RELATIONS,Member,Finance Committee Member,2023-04-18,2025-04-15
5416,1324,FINANCE COMMITTEE,Member,Common Council Member,2023-04-18,2026-04-21
5416,93,MADISON PUBLIC LIBRARY BOARD,Member,Common Council Member,2023-04-18,2026-04-21
5416,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2023-05-16,2024-04-16
5416,1381,"CITY, COUNTY, SCHOOLS COLLABORATIVE COMMITTEE",Member,Common Council Member,2025-04-15,2026-04-21
5416,263,VENDING OVERSIGHT COMMITTEE,Member,Common Council Member,2025-04-15,2026-04-21
5416,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2025-05-06,2026-04-21
5688,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,Common Council Member,2022-06-21,2023-04-18
5688,3,PLAN COMMISSION,Member,Common Council Member,2022-06-21,2023-04-18
5688,1347,TRANSPORTATION POLICY AND PLANNING BOARD - ended 3/2023,Member,Plan Commission Member,2022-07-12,2023-04-18
5688,1373,TASK FORCE ON FARMLAND PRESERVATION (ended 6/2023),Member,Plan Commission Member,2022-09-06,2023-04-18
5700,32,AFFIRMATIVE ACTION COMMISSION,Member,Common Council Member,2022-06-21,2023-04-18
5700,52,LANDMARKS COMMISSION,Member,Common Council Member,2022-06-21,2023-04-18
5700,294,MADISON FOOD POLICY COUNCIL,Member,Common Council Member,2022-06-21,2023-04-18
5700,235,CAPITAL AREA REGIONAL PLANNING COMMISSION (CARPC),Member,Mayoral Appointee,2023-04-18,2028-04-01
5700,45,EARLY CHILDHOOD CARE AND EDUCATION COMMITTEE,Member,Common Council Member,2023-04-18,2025-03-11
5700,289,EDUCATION COMMITTEE (prior to 10/1/2023),Member,Common Council Member,2023-04-18,2023-09-30
5700,54,MADISON CULTURAL ARTS DISTRICT BOARD,Member,Common Council Member,2023-04-18,2026-04-21
5700,1381,"CITY, COUNTY, SCHOOLS COLLABORATIVE COMMITTEE",Member,Common Council Member,2023-04-18,2025-04-15
5700,39,CITY-COUNTY LIAISON COMMITTEE,Member,Common Council Member,2025-04-15,2026-04-21
5700,294,MADISON FOOD POLICY COUNCIL,Member,Common Council Member,2025-04-15,2026-04-21
5700,280,SISTER CITY COLLABORATION COMMITTEE,Member,Common Council Member,2025-04-15,2026-04-21
5700,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2025-05-06,2026-04-21
5789,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,Common Council Member,2023-04-18,2026-04-21
5789,32,AFFIRMATIVE ACTION COMMISSION,Member,Common Council Member,2023-04-18,2026-04-21
5789,236,MADISON AREA TRANSPORTATION PLANNING BOARD (MPO) (prior to 9/30/2023),Member,Elected Official,2023-04-18,2023-09-29
5789,3,PLAN COMMISSION,Member,Common Council Member,2023-04-18,2025-04-15
5789,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,Common Council Member,2023-04-18,2026-04-21
5789,1380,GREATER MADISON MPO (METROPOLITAN PLANNING ORGANIZATION),Member,Elected Official,2023-04-18,2027-04-30
5789,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Vice President,2024-05-07,2025-04-15
5789,52,LANDMARKS COMMISSION,Member,Common Council Member,2025-04-15,2026-04-21
5790,299,HOUSING STRATEGY COMMITTEE (end 11/2024),Member,Common Council Member,2023-04-18,2024-11-15
5790,236,MADISON AREA TRANSPORTATION PLANNING BOARD (MPO) (prior to 9/30/2023),Member,Elected Official,2023-04-18,2023-09-29
5790,3,PLAN COMMISSION,Member,Common Council Member,2023-04-18,2026-04-21
5790,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,Common Council Member,2023-04-18,2025-04-15
5790,1380,GREATER MADISON MPO (METROPOLITAN PLANNING ORGANIZATION),Member,Elected Official,2023-04-18,2026-04-30
5790,26,BOARD OF PARK COMMISSIONERS,Member,Common Council Member,2025-04-15,2026-04-21
5791,44,DOWNTOWN COORDINATING COMMITTEE,Member,Common Council or Resident Member,2023-04-18,2025-04-15
5791,1339,JOINT CAMPUS AREA COMMITTEE,Member,District 8 Alder,2023-04-18,2026-04-21
5791,291,SUSTAINABLE MADISON COMMITTEE,Member,Common Council Member,2023-04-18,2025-04-15
5791,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2023-05-16,2025-04-15
5791,1348,TRANSPORTATION COMMISSION,Member,Common Council Member,2023-06-20,2025-04-15
5791,1380,GREATER MADISON MPO (METROPOLITAN PLANNING ORGANIZATION),Member,Elected Official,2024-12-10,2026-04-30
5791,314,COMMITTEE ON EMPLOYEE RELATIONS,Member,Finance Committee Member,2025-04-15,2026-04-21
5791,1324,FINANCE COMMITTEE,Member,Common Council Member,2025-04-15,2026-04-21
5791,114,MADISON'S CENTRAL BUSINESS IMPROVEMENT DISTRICT (BID) BOARD,Member,District 8 Alder,2025-04-15,2026-04-21
5791,36,WATER UTILITY BOARD,Member,Council Member or Member,2025-04-15,2026-04-21
5791,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Vice President,2025-05-06,2026-04-21
5792,39,CITY-COUNTY LIAISON COMMITTEE,Member,Common Council Member,2023-04-18,2025-04-15
5792,294,MADISON FOOD POLICY COUNCIL,Member,Common Council Member,2023-04-18,2023-05-01
5792,52,LANDMARKS COMMISSION,Member,Common Council Member,2023-04-18,2025-04-15
5792,1326,PUBLIC MARKET DEVELOPMENT COMMITTEE (ended 1/2024),Member,Common Council Member,2023-04-18,2024-01-11
5792,36,WATER UTILITY BOARD,Member,Council Member or Member,2023-04-18,2025-04-15
5793,319,CITY-COUNTY HOMELESS ISSUES COMMITTEE,Member,Common Council Member,2023-04-18,2025-04-15
5793,41,COMMUNITY DEVELOPMENT BLOCK GRANT COMMITTEE,Member,Common Council Member,2023-04-18,2026-04-21
5793,48,EQUAL OPPORTUNITIES COMMISSION,Member,Common Council or Resident Member,2023-04-18,2025-04-15
5793,1348,TRANSPORTATION COMMISSION,Member,Common Council Member,2023-06-20,2026-04-21
5793,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2024-05-07,2025-04-15
5793,5,ALCOHOL LICENSE REVIEW COMMITTEE,Member,Common Council Member,2024-12-10,2025-04-15
5793,12,MADISON ARTS COMMISSION,Member,Common Council Member,2025-04-15,2026-04-21
5856,291,SUSTAINABLE MADISON COMMITTEE,Member,Common Council or Resident Member,2023-11-21,2024-05-06
5856,41,COMMUNITY DEVELOPMENT BLOCK GRANT COMMITTEE,Member,Common Council or Resident Member,2024-02-13,2026-04-21
5856,299,HOUSING STRATEGY COMMITTEE (end 11/2024),Member,Common Council Member,2024-02-13,2024-11-15
5856,9,BOARD OF PUBLIC WORKS,Member,Common Council Member,2024-02-13,2026-04-21
